none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es_co
UI_Game700_help_6,"3、Triple\n①Triple:Select 1 combo as 1bet. Selected and winning No. same, as win.\n E.g. Winning No. 1,1,1; Bet[111], as win.",,,,,,,,,"3、Tripla  ①Triple: Selecione 1 combo como 1bet. Selecionado e N.º vencedor  mesmo, como vitória.\n Por exemplo. Vencedor nº 1,1,1; Aposte[111], como vitória.","3、Triple\n①Triple:Seleccione 1 combo como 1bet. Seleccionado y ganador No. igual, como ganador.\n Ej. Ganador No. 1,1,1; Apuesta[111], como ganancia."
UI_Game700_help_7,"3、Triple\n②Any Triple: 3 winning No. same, as win.",,,,,,,,,"3、Tripla  ②Qualquer Triplo: 3 vitórias Não. o mesmo, como vitória.","3、Triple\n②Cualquier Triple: 3 ganadores No. igual, como ganador."
UI_Game700_help_8,"4、Pick\n①Select 1 No.  or 2 No. form 1bet. Winning No. include selected, as win.\n E.g. winning No.1, 1, 3; Bet [1], as win.\n E.g. winning No.1, 1, 3; Bet [1 3], as win.",,,,,,,,,"4、Escolha①Selecione 1 No. ou 2 No. form 1bet. Número vencedor inclui selecionado, como vitória.\n Por exemplo. Vencedor nº 1, 1, 3; Aposte [1], como vitória.\n Por exemplo. Vencedor nº 1, 1, 3; Aposte [1 3], como vitória.","4、Elige\n①Selecciona 1 No. o 2 No. del formulario 1bet. Número ganador incluido seleccionado, como premio.\n P. ej. ganando No.1, 1, 3; Apueste [1], como ganancia.\n P. ej. ganando No.1, 1, 3; Apueste [1 3], como ganador."
UI_Game700_help_9,"4、Pick\n②Select 3 No. form 1bet. Selected and winning No. same, as win.\n E.g. winning No.1, 3, 2; Bet [1 2 3], as win.",,,,,,,,,"4、Escolha②Selecione 3 No. form 1bet. Selecionado e vencedor Não. mesmo, como vitória.\nPor exemplo. Vencedor nº 1, 3, 2; Aposte [1 2 3], como vitória.","4、Elige\n②Selecciona 3 No. del formulario 1bet. Seleccionado y ganador No. igual, como ganador.\n Ej. ganando No.1, 3, 2; Apueste [1 2 3], como ganador."
UI_Game700_3Dice,"You have selected 3 dice, and you can only select a maximum of 3 dice.",,,,,,,,,Você selecionou 3 dados e só pode selecionar no máximo 3 dados.,Has seleccionado 3 dados y solo puedes seleccionar un máximo de 3 dados.
UI_Game700_NoOrders,No orders,,,,,,,,,Sem pedidos,sin pedidos
UI_Game700_Sem,Sem boletim de apostas,,,,,,,,,Sem boletim de apostas,Sem boletim de apostas
UI_Game700_Kong,There are no 4 draw long queue,,,,,,,,,Não há fila longa de 4 empates,No hay cola larga de 4 sorteos
UI_Game760_All_Dates,All Dates,,,,,,,,,Todas As Datas,Todas las fechas
UI_Game760_Single_win,Single win,,,,,,,,,Vitória única,victoria individual
UI_Game760_Draw,Draw,,,,,,,,,Empate,Dibujar
UI_Game760_Total_score,Total score,,,,,,,,,Pontuação total,Puntaje total
UI_Game760_Over,Over,,,,,,,,,Over,Encima
UI_Game760_Under,Under,,,,,,,,,Debaixo,Bajo
UI_Game760_Betslip,Betslip,,,,,,,,,Boletim apostas,Hoja de apuestas
UI_Game760_Total_odds,Total odds,,,,,,,,,Total probabilidades,Cuotas totales
UI_Game760_Total_bet,Total bet,,,,,,,,,Aposta Total,Apuesta total
UI_Game760_Possible_bonus,Possible bonus,,,,,,,,,Bônus possível,posible bono
UI_Game760_Clear_Betslip,Clear Betslip,,,,,,,,,Limpar Boletim Apostas,Borrar boleto de apuestas
UI_Game760_PLACE_BET,PLACE BET,,,,,,,,,FAZER APOSTA,REALIZAR APUESTA
UI_Game760_Successful_bet,Successful bet,,,,,,,,,Aposta acertada,Apuesta exitosa
UI_Game760_Max,Max,,,,,,,,,Máx,máx.
UI_Game760_The_game,You cannot bet after the game has begun. Please choose other games to play.,,,,,,,,,Você não pode apostar depois que o jogo começou. Escolha outros jogos para jogar.,No se puede apostar después de que el juego ha comenzado. Elige otros juegos para jugar.
UI_Game760_Odds_have_changed,"The odds have changed, please place a new bet.",,,,,,,,,"As probabilidades mudaram, faça uma nova aposta.","Las probabilidades han cambiado, haga una nueva apuesta."
UI_Game760_The_bet,"The amount on the betting slips exceeds the limit, please place a new bet.",,,,,,,,,"O valor dos boletins de apostas excede o limite, faça uma nova aposta.","La cantidad en los boletos de apuestas excede el límite, haga una nueva apuesta."
UI_Game760_cannot_bet,"The betting item has been closed, and you cannot bet on it.",,,,,,,,,O item de aposta foi fechado e você não pode apostar nele.,El elemento de apuesta se ha cerrado y no puede apostar en él.
UI_Game760_Unsettlement,Unsettlement,,,,,,,,,Desacordo,perturbación
UI_Game760_Settled,Settled,,,,,,,,,Assentou,Establecido
UI_Game760_Copy_successfully,Copy successfully,,,,,,,,,Copie com sucesso,Copiar con éxito
UI_Game760_Order_amount,Order amount:,,,,,,,,,Aposta:,Total de la orden:
UI_Game760_POTENTIAL_WIN,POTENTIAL WIN：,,,,,,,,,Ganhar:,GANANCIA POTENCIAL:
UI_Game760_State,State:,,,,,,,,,Estado:,Estado:
UI_Game760_Congratulations,Congratulations! You’re winning.,,,,,,,,,Parabéns! Você está ganhando.,¡Felicidades! Estás ganando.
UI_Game760_sports,You won {gold} in the sports,,,,,,,,,Você ganhou {gold} nos esportes,Ganaste {gold} en los deportes
UI_Game760_balance,Gold coin balance+{gold},,,,,,,,,Saldo de moeda de ouro+{gold},Saldo de monedas de oro+{gold}}
UI_Game760_sure,Are you sure you want to submit this bet?,,,,,,,,,Tem certeza de que deseja enviar esta aposta?,¿Está seguro de que desea enviar esta apuesta?
UI_Game760_Cup,Matches,,,,,,,,,jogos,Partidos
UI_Game760_Champion,Outrights,,,,,,,,,Vencedores,absolutos
UI_Game760_Winner,Winner,,,,,,,,,vencedor,Ganador
UI_Game760_place_2,2nd place,,,,,,,,,2º lugar,Segundo lugar
UI_Game760_place_3,3nd place,,,,,,,,,3º lugar,3er lugar
UI_Game760_place_4,4nd place,,,,,,,,,4º lugar,4to lugar
UI_Game760_others,others,,,,,,,,,outros,otros
UI_Game760_correct,correct score,,,,,,,,,otal de gols,puntuación correcta
UI_Game850_DrawingSoon,Drawing Soon,,,,,,,,,Desenho em breve,Drawing Soon
UI_Game850_Fastest,Fastest,,,,,,,,,O mais rápido,Fastest
UI_Game850_Faster,Faster,,,,,,,,,Mais rápido,Faster
UI_Game850_Standard,Standard,,,,,,,,,Padrão,Standard
UI_Game850_Green,Green,,,,,,,,,Verde,Green
UI_Game850_Red,Red,,,,,,,,,Vermelho,Red
UI_Game850_Purple,Violet,,,,,,,,,Roxo,Violet
UI_Game850_ColorGroup,{color_1}&{color_2},,,,,,,,,{color_1}&{color_2},{color_1}&{color_2}
UI_Game850_Odd,Odd,,,,,,,,,Împar,Odd
UI_Game850_Even,Even,,,,,,,,,Par,Even
UI_Game850_Big,Big,,,,,,,,,Grande,Big
UI_Game850_Small,Small,,,,,,,,,Pequeno,Small
UI_Game850_ChartTrend,Chart trend,,,,,,,,,Tendência do gráfico,Chart trend
UI_Game850_BestAssistant,Best Assistant(Last 100 Rounds),,,,,,,,,Melhor assistente (Últimas 100 rodadas),Best Assistant(Last 100 Rounds)
UI_Game850_Missing,Missing,,,,,,,,,Em falta,Missing
UI_Game850_AvgMissing,Avg Missing,,,,,,,,,Média em falta,Avg Missing
UI_Game850_Frequency,Frequency,,,,,,,,,Frequência,Frequency
UI_Game850_MaxContinued,Max Continued,,,,,,,,,Máximo Continuado,Max Continued
UI_Game850_Record,Record,,,,,,,,,Registro,Record
UI_Game850_Period,Period,,,,,,,,,Período,Period
UI_Game850_Number,Number,,,,,,,,,Número,Number
UI_Game850_Color,Color,,,,,,,,,Cor,Color
UI_Game850_BigSmall,Big/Small,,,,,,,,,Grande/Pequena,Big/Small
UI_Game850_OddEven,Odd/Even,,,,,,,,,Împar/Par,Odd/Even
UI_Game850_MyRecord,MyRecord,,,,,,,,,MeuRegistro,MyRecord
UI_Game850_BetAmount,Bet amount：,,,,,,,,,Valor da aposta:,Bet amount：
UI_Game850_BetContent,Bet content：,,,,,,,,,Sua aposta：,Bet content：
UI_Game850_WaitingForLottery,Waiting for lottery,,,,,,,,,Esperando a loteria,Waiting for lottery
UI_Game850_Win,Win：,,,,,,,,,Ganhou：,Win：
UI_Game850_Lose,Lose,,,,,,,,,Perder,Lose
UI_Game850_Result,Result：,,,,,,,,,Resultado：,Result：
UI_Game850_Choose,Choose,,,,,,,,,Escolher,Choose
UI_Game850_Buy,The winnings are ,,,,,,,,,Os ganhos são ,The winnings are 
UI_Game850_Balance,Balance：,,,,,,,,,Equilíbrio:,Balance：
UI_Game850_Bet,Bet,,,,,,,,,APOSTA,Bet
UI_Game850_Lottery,Lottery,,,,,,,,,Loteria,Lottery
UI_Game850_NoData,No Data,,,,,,,,,Sem dados,No Data
UI_Game850_Scroll,Scroll this page to check more information.,,,,,,,,,Role esta página para conferir mais informações.,Scroll this page to check more information.
UI_Game850_Help_1,"1. Here you can switch between different rooms, they only have different draw time intervals.",,,,,,,,,"1. Aqui você pode alternar entre salas diferentes, elas só têm intervalos de tempo de sorteio diferentes.","1. Here you can switch between different rooms, they only have different draw time intervals."
UI_Game850_Help_2,"2. Here is the color betting area. If the color represented by the lottery number is the same as your guess, you will win the prize.",,,,,,,,,"2. Aqui está a área de apostas de cores. Se a cor representada pelo número da loteria for igual ao seu palpite, você ganhará o prêmio.","2. Here is the color betting area. If the color represented by the lottery number is the same as your guess, you will win the prize."
UI_Game850_Help_3,"3. This is the number betting area. If the lottery number is the same as your guess, you will win the prize.",,,,,,,,,"3. Esta é a área de apostas numéricas. Se o número da loteria for igual ao seu palpite, você ganhará o prêmio.","3. This is the number betting area. If the lottery number is the same as your guess, you will win the prize."
UI_Game850_Help_4,"4、Here is the size, odd and even betting area.\n ①Numbers of ≥ 5 as ""Big""; ≤ 4 as ""Small.""\n ②1, 3, 5, 7, 9 as ""Odd"";0, 2, 4, 6, 8 as ""Even.""",,,,,,,,,"4、Aqui está o tamanho, a área de apostas ímpares e pares.\n ①Números de ≥ 5 como ""Grande""; ≤ 4 como ""Pequeno"".②1, 3, 5, 7, 9 como ""Ímpar""; 0, 2, 4, 6, 8 como ""Par"".","4、Here is the size, odd and even betting area.\n ①Numbers of ≥ 5 as ""Big""; ≤ 4 as ""Small.""\n ②1, 3, 5, 7, 9 as ""Odd"";0, 2, 4, 6, 8 as ""Even."""
UI_Support_EnterYourproblem,enter your problems here,,,,,,,,,insira seus problemas aqui,introduce aquí tus problemas
UI_Support_HelloPlease,Hello! Please click on the type of problem you are experiencing,,,,,,,,,"Olá!Por favor, clique no tipo de problema que você está enfrentando.",¡Hola! Haga clic en el tipo de problema que está experimentando
UI_Support_QuestionDetails,Question details,,,,,,,,,Detalhes da pergunta,Detalles de la pregunta
UI_Support_ThisIsNotThe,"This is not the answer I want, contact customer service.",,,,,,,,,Entre em contato com o atendimento ao cliente humano.,"Esta no es la respuesta que quiero, comuníquese con el servicio al cliente."
UI_Switch,Switch,,,,,,,,,Switch,Cambiar
UI_Support_SearchResults,Search results,,,,,,,,,Procurar Resultados,Resultados de la búsqueda
UI_Support_PleaseEnteryour,Please  enter your problems,,,,,,,,,"Por favor, insira seus problemas",Por favor ingrese sus problemas
UI_gameHintTip,Maintenance Period is from {st_time} To {end_time},,,,,,,,,Período de manutenção é de {st_time} Para {end_time},El período de mantenimiento es de {st_time} a {end_time}
UI_Support_HelpHint,"If you have any other questions, please contact customer service",,,,,,,,,"Se você tiver quaisquer outras perguntas, entre em contato com o serviço ao cliente","Si tiene alguna otra pregunta, comuníquese con el servicio al cliente."
UI_BetBonus_Record,RECORD,,,,,,,,,Registro,Registro
UI_BetBonus_tit1,Bet bonus,,,,,,,,,Bônus de aposta,Bono de Apuestas
UI_BetBonus_Receiving_records,Receiving records,,,,,,,,,Recebendo registros,Recibir registros
UI_Withdrawal_instructions,Withdrawal instructions,,,,,,,,,Instruções de retirada,Instrucciones de retiro
UI_To_recharge,To recharge,,,,,,,,,Para recarregar,Recargar
UI_SoldOut,Sold Out,,,,,,,,,Sold Out,Agotado
UI_Come_again_tomorrow,Come again tomorrow,,,,,,,,,Volte amanhã,Ven de nuevo mañana
UI_Rechargetip1,Please select the recharge amount,,,,,,,,,Please select the recharge amount,Por favor seleccione el monto de la recarga
UI_Rechargetip2,Event has ended,,,,,,,,,Event has ended,El evento ha terminado
UI_LastHand,Last Hand,,,,,,,,,Last Hand,Última mano
UI_ScoreBoard,Score Board,,,,,,,,,Score Board,Tablero de puntuación
UI_RoomList1,Type Selection,,,,,,,,,Selecção de Tipo,Selección de tipo
UI_RoomList2,Point Value,,,,,,,,,Valor do Ponto,valor de punto
UI_RoomList_Match,Match,,,,,,,,,Corresponder,Fósforo
UI_RoomList_MatchTotalPonit,Total Point,,,,,,,,,Total Point,Punto Total
UI_RoomList_MatchLeave,"Leaving the game will be judged to lose,and the bet amount will be lost.Are you sure to leave?",,,,,,,,,"Leaving the game will be judged to lose,and the bet amount will be lost.Are you sure to leave?","Si abandona el juego, se considerará que pierde y el monto de la apuesta se perderá. ¿Está seguro de que desea irse?"
UI_RoomList_MatchTip,You have been eliminated from the game.,,,,,,,,,You have been eliminated from the game.,Has sido eliminado del juego.
UI_RoomList_Single,Single,,,,,,,,,Solteiro,Soltero
UI_RoomList_101Pool,101 Pool,,,,,,,,,101 Pool,101 piscina
UI_RoomList_201Pool,201 Pool,,,,,,,,,201 Pool,201 piscina
UI_RoomList_Bestof2,Best of 2,,,,,,,,,Best of 2,Lo mejor de 2
UI_RoomList_Bestof3,Best of 3,,,,,,,,,Best of 3,Mejor de 3
UI_RoomList_MinEntry,Entry,,,,,,,,,Entrada,Entrada
UI_RoomList_PointValue,Point Value,,,,,,,,,Valor do Ponto,valor de punto
UI_Ready,Ready,,,,,,,,,Preparar,Listo
UI_Leave,Leave,,,,,,,,,Leave,Dejar
UI_RoundNo,Round No.,,,,,,,,,Round No.,Nro. de ronda
UI_Rummy_Cards,Cards,,,,,,,,,Cards,Tarjetas
UI_Tatal,Tatal,,,,,,,,,Tatal,Total
UI_CancelHosting,Cancel Hosting,,,,,,,,,Cancelar hospedagem,Cancelar alojamiento
UI_Rummy_Tips,Matching with other players,,,,,,,,,Concordar com outros jogadores,buscando otros jugadores
UI_SicBo_Gold,"lnsufficient gold coins, please recharge!",,,,,,,,,"Moedas de ouro insuficientes, por favor, recarregue!","¡Monedas de oro insuficientes, por favor recárguelas!"
UI_SicBo_Bet,BET,,,,,,,,,APOSTA,apostar
UI_SicBo_History0,TRIPLE,,,,,,,,,TRIPLE,TRIPLE
UI_SicBo_History1,SMALL,,,,,,,,,Pequeno,PEQUEÑA
UI_SicBo_History2,BIG,,,,,,,,,BIG,GRANDE
UI_SicBo_History3,Record,,,,,,,,,Gravar,Registro
UI_SicBo_History4,NEW,,,,,,,,,NOVO,NUEVO
UI_Plinko_Layers,LAYERS,,,,,,,,,CAMADAS,CAPAS
UI_Plinko_AUTO,Auto,,,,,,,,,Auto,auto
UI_Plinko_HelpHInt1, Select the difficulty (color) of the game and place a bet. The difficulty (color) determines the odds of marbles falling into the grid.,,,,,,,,,Selecione a dificuldade (cor) do jogo e faça uma aposta. A dificuldade (cor) determina as chances de as bolinhas caírem na grade., Seleccione la dificultad (color) del juego y haga una apuesta. La dificultad (color) determina las probabilidades de que las canicas caigan en la cuadrícula.
UI_Plinko_HelpHInt2,Players will be rewarded according to the odds of marbles falling into the grid.,,,,,,,,,Os jogadores serão recompensados de acordo com as chances de as bolinhas caírem na grade.,Los jugadores serán recompensados 
UI_Plinko_Enter,Enter,,,,,,,,,Digitar,Ingresar
UI_Store_WithBonus,With bonus,,,,,,,,,Com bônus,con bono
UI_Game840_Payout,Payout,,,,,,,,,Pagamento,Pagar
UI_Game840_Chance,Chance,,,,,,,,,Chance,Oportunidad
UI_Game840_Min,Min,,,,,,,,,Mín,mínimo
UI_Game840_MyRecords,My Records,,,,,,,,,Meus Registros,Mis registros
UI_Game840_LotteryResults,Result:,,,,,,,,,Resultado:,Resultado:
UI_Game840_help1,"1.Please hit “BET” key to place a bet after the betting amount is inputted.
2.You will be given 5 diamonds randomly.",,,,,,,,,"1.Pressione a tecla “APOSTA” para fazer uma aposta depois que o valor da aposta for inserido.
2.Você receberá 5 diamantes aleatoriamente","1. Presione la tecla APUESTA"" para realizar una apuesta después de ingresar el monto de la apuesta."
UI_Game840_help2,"3.The bonus is up to the Diamond Combo you obtained.
4.The luckiest one is the 5 diamonds of a kind.",,,,,,,,,"3.O bônus depende do Diamond Combo que você obteve.
4. O mais sortudo são os 5 diamantes de um tipo.","3.La bonificación depende del Combo Diamante que hayas obtenido.
4. El más afortunado es el de 5 diamantes del mismo tipo."
UI_Game840_BetAmount,Bet Amount,,,,,,,,,VALOR DA APOSTA,Monto de la apuesta
UI_Game840_Bet,BET,,,,,,,,,APOSTA,apostar
UI_Truco_Wait,Waiting for players,,,,,,,,,Esperando por jogadores,esperando jugadores
UI_Truco_NOS,US,,,,,,,,,NOS,A NOSOTROS
UI_Truco_ELES,THEY,,,,,,,,,ELES,ELLOS
UI_Truco_Pronto,Ready,,,,,,,,,Pronto,Listo
UI_Truco_AlterAsala,Alter a sala,,,,,,,,,Alter a sala,alterar una sala
UI_Truco_Team_pront,Team print,,,,,,,,,Team pront,impresión del equipo
UI_Truco_Jogadores,Players,,,,,,,,,Jogadores,jugadores
UI_Truco_Paulista_Limpa,Paulista Clean,,,,,,,,,Paulista Limpa,Paulista limpio
UI_Truco_afreshMatch,Afresh Match,,,,,,,,,Nova partida,Nuevo partido
